mes,produto,credit_type,rating,qtd,volume_mm,pct_total,prazo_medio,ticket_medio
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,34,0.016,0.00016,1.0,468
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,Z,14,0.012,0.00012,1.0,888
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,A,12,0.012,0.00012,1.0,980
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,8,0.004,0.00004,1.0,506
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,G,3,0.004,0.00004,1.0,1190
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,8,0.003,0.00003,1.0,416
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,H,2,0.003,0.00003,1.0,1525
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,3,0.002,0.00002,1.0,813
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,5,0.002,0.00002,1.0,430
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,4,0.002,0.00002,1.0,388
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,3,0.001,0.00001,1.0,392
2025-02-28,POINT_MLB_1,MERCHANT,D,1,0.001,0.00001,12.0,800
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,1,0,0,1.0,400
2025-02-28,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,1,0,0,1.0,320
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,A,909,13.562,0.15979,1.0,14920
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,3917,7.533,0.08875,1.0,1923
2025-03-31,MER_MLB_1,MERCHANT,B,165,6.144,0.07239,15.54,37238
2025-03-31,POINT_MLB_1,MERCHANT,G,1980,5.097,0.06005,8.8,2574
2025-03-31,MLB_EO_ONLINE,MERCHANT,G,2331,4.662,0.05492,9.36,2000
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,B,571,4.415,0.05202,1.0,7732
2025-03-31,MER_MLB_MA,MERCHANT,B,1006,4.388,0.0517,9.92,4362
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,1703,3.346,0.03942,1.0,1965
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,1733,3.278,0.03862,1.0,1892
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,1357,2.983,0.03515,1.0,2199
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1366,2.798,0.03296,1.0,2048
2025-03-31,POINT_MLB_STD,MERCHANT,G,825,2.033,0.02395,8.57,2464
2025-03-31,MER_MLB_MA,MERCHANT,G,1387,1.849,0.02178,6.76,1333
2025-03-31,MLB_EO_ONLINE,MERCHANT,F,794,1.667,0.01964,10.59,2099
2025-03-31,MER_MLB_1,MERCHANT,D,16,1.634,0.01925,16.75,102125
2025-03-31,MER_MLB_MA,MERCHANT,F,706,1.393,0.01642,9.33,1974
2025-03-31,MER_MLB_MA,MERCHANT,E,515,1.352,0.01592,9.7,2625
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,E,238,1.286,0.01515,1.0,5403
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,676,1.283,0.01512,1.0,1898
2025-03-31,POINT_MLB_1,MERCHANT,F,398,1.256,0.0148,9.89,3157
2025-03-31,MLB_EO_ONLINE,MERCHANT,D,640,1.234,0.01454,11.6,1928
2025-03-31,MER_MLB_1,MERCHANT,G,518,1.172,0.01381,9.17,2262
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,C,154,1.162,0.01369,1.0,7544
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,D,196,0.917,0.01081,1.0,4680
2025-03-31,POINT_MLB_1,MERCHANT,B,345,0.901,0.01061,10.97,2611
2025-03-31,POINT_MLB_1,MERCHANT,E,262,0.897,0.01057,11.46,3423
2025-03-31,MLB_EO_ONLINE,MERCHANT,B,439,0.856,0.01008,10.57,1950
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,553,0.813,0.00958,1.0,1470
2025-03-31,MER_MLB_1,MERCHANT,E,182,0.8,0.00943,11.77,4396
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,F,87,0.669,0.00788,1.0,7691
2025-03-31,POINT_MLB_STD,MERCHANT,B,168,0.665,0.00783,13.15,3958
2025-03-31,MER_MLB_1,MERCHANT,A,14,0.589,0.00694,13.93,42060
2025-03-31,POINT_MLB_STD,MERCHANT,F,150,0.427,0.00504,10.16,2850
2025-03-31,MER_MLB_1,MERCHANT,F,25,0.28,0.0033,10.88,11204
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,G,62,0.246,0.00289,1.0,3960
2025-03-31,POINT_MLB_STD,MERCHANT,E,23,0.2,0.00235,9.22,8680
2025-03-31,POINT_MLB_STD,MERCHANT,D,66,0.195,0.0023,13.2,2960
2025-03-31,EXPRESS_MA_MLB,DINERO_EXPRESS,B,107,0.132,0.00156,1.0,1234
2025-03-31,POINT_MLB_STD,MERCHANT,A,16,0.119,0.00141,12.19,7464
2025-03-31,POINT_MLB_1,MERCHANT,C,73,0.112,0.00132,5.26,1533
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,H,14,0.11,0.0013,1.0,7866
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,49,0.074,0.00087,1.0,1506
2025-03-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,53,0.073,0.00086,1.0,1382
2025-03-31,MLB_EO_ONLINE,MERCHANT,C,60,0.06,0.00071,5.37,1004
2025-03-31,MLB_EO_ONLINE,MERCHANT,E,15,0.036,0.00042,6.2,2399
2025-03-31,EXPRESS_MA_MLB,DINERO_EXPRESS,E,31,0.034,0.0004,1.0,1096
2025-03-31,EXPRESS_MA_MLB,DINERO_EXPRESS,D,31,0.031,0.00036,1.0,994
2025-03-31,EXPRESS_MLB_1,DINERO_EXPRESS,Z,9,0.03,0.00035,1.0,3301
2025-03-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,56,0.025,0.00029,1.0,441
2025-03-31,EXPRESS_MA_MLB,DINERO_EXPRESS,C,17,0.018,0.00021,1.0,1033
2025-03-31,EXPRESS_MA_MLB,DINERO_EXPRESS,F,9,0.012,0.00014,1.0,1362
2025-03-31,EXPRESS_MA_MLB,DINERO_EXPRESS,A,8,0.008,0.00009,1.0,990
2025-03-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,14,0.006,0.00007,1.0,396
2025-03-31,EXPRESS_MA_MLB,DINERO_EXPRESS,G,4,0.006,0.00007,1.0,1380
2025-03-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,9,0.004,0.00004,1.0,422
2025-03-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,8,0.004,0.00004,1.0,438
2025-03-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,6,0.002,0.00003,1.0,367
2025-03-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,3,0.001,0.00002,1.0,458
2025-03-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,1,0,0,1.0,400
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,A,862,12.408,0.22944,1.0,14394
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,4295,8.064,0.14912,1.0,1877
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,1696,3.36,0.06213,1.0,1981
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,1873,3.351,0.06196,1.0,1789
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,1422,3.209,0.05934,1.0,2257
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,B,595,2.883,0.05331,1.0,4845
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1354,2.669,0.04936,1.0,1971
2025-04-30,MER_MLB_1,MERCHANT,B,70,2.107,0.03896,11.34,30096
2025-04-30,MER_MLB_MA,MERCHANT,B,385,1.674,0.03095,8.16,4347
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,E,270,1.649,0.0305,1.0,6108
2025-04-30,POINT_MLB_1,MERCHANT,G,484,1.644,0.03041,8.68,3398
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,721,1.196,0.02212,1.0,1659
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,D,196,1.139,0.02106,1.0,5811
2025-04-30,POINT_MLB_STD,MERCHANT,G,305,0.932,0.01724,7.28,3056
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,650,0.918,0.01698,1.0,1413
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,C,175,0.902,0.01668,1.0,5154
2025-04-30,MLB_EO_ONLINE,MERCHANT,G,108,0.805,0.01489,7.67,7454
2025-04-30,POINT_MLB_STD,MERCHANT,B,135,0.627,0.01159,12.01,4642
2025-04-30,MER_MLB_MA,MERCHANT,G,339,0.569,0.01052,5.97,1678
2025-04-30,MER_MLB_1,MERCHANT,G,67,0.454,0.0084,8.3,6777
2025-04-30,POINT_MLB_1,MERCHANT,C,86,0.286,0.0053,9.6,3331
2025-04-30,MLB_EO_ONLINE,MERCHANT,B,127,0.285,0.00528,6.61,2247
2025-04-30,POINT_MLB_1,MERCHANT,B,97,0.272,0.00503,8.7,2806
2025-04-30,MER_MLB_MA,MERCHANT,E,73,0.228,0.00421,7.64,3117
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,F,90,0.22,0.00406,1.0,2440
2025-04-30,MER_MLB_1,MERCHANT,E,10,0.217,0.00401,8.9,21705
2025-04-30,MER_MLB_1,MERCHANT,A,7,0.203,0.00375,13.0,29000
2025-04-30,MER_MLB_1,MERCHANT,D,8,0.197,0.00364,11.0,24579
2025-04-30,MER_MLB_MA,MERCHANT,F,87,0.186,0.00345,6.98,2142
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,G,71,0.166,0.00308,1.0,2343
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,B,134,0.149,0.00276,1.0,1113
2025-04-30,POINT_MLB_1,MERCHANT,F,46,0.133,0.00246,8.54,2888
2025-04-30,POINT_MLB_STD,MERCHANT,A,15,0.118,0.00218,8.8,7845
2025-04-30,POINT_MLB_STD,MERCHANT,E,16,0.097,0.00179,9.13,6063
2025-04-30,MLB_EO_ONLINE,MERCHANT,F,18,0.091,0.00169,8.61,5071
2025-04-30,POINT_MLB_STD,MERCHANT,F,41,0.085,0.00157,7.1,2067
2025-04-30,MLB_EO_ONLINE,MERCHANT,C,42,0.08,0.00148,9.76,1908
2025-04-30,MER_MLB_1,MERCHANT,F,4,0.078,0.00144,9.25,19413
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,48,0.069,0.00127,1.0,1435
2025-04-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,43,0.068,0.00125,1.0,1578
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,E,32,0.043,0.00079,1.0,1331
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,76,0.035,0.00066,1.0,467
2025-04-30,POINT_MLB_STD,MERCHANT,D,16,0.032,0.00059,7.13,1991
2025-04-30,MLB_EO_ONLINE,MERCHANT,D,6,0.029,0.00054,10.0,4841
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,H,10,0.025,0.00047,1.0,2524
2025-04-30,EXPRESS_MLB_1,DINERO_EXPRESS,Z,12,0.023,0.00043,1.0,1952
2025-04-30,POINT_MLB_1,MERCHANT,E,14,0.021,0.00039,7.43,1503
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,D,22,0.016,0.00029,1.0,715
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,F,11,0.014,0.00026,1.0,1300
2025-04-30,MLB_EO_ONLINE,MERCHANT,E,6,0.013,0.00024,6.0,2183
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,G,7,0.01,0.00018,1.0,1429
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,13,0.006,0.0001,1.0,427
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,A,6,0.005,0.00009,1.0,827
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,9,0.004,0.00007,1.0,431
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,C,4,0.003,0.00006,1.0,760
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,7,0.003,0.00005,1.0,361
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,5,0.002,0.00004,1.0,440
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,5,0.002,0.00004,1.0,400
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,4,0.002,0.00003,1.0,400
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,H,1,0.001,0.00002,1.0,1000
2025-04-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,2,0.001,0.00001,1.0,400
2025-04-30,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,1,0.001,0.00001,1.0,555
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,A,956,11.477,0.15998,1.0,12005
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,3978,7.452,0.10387,1.0,1873
2025-05-31,MER_MLB_1,MERCHANT,B,112,5.312,0.07404,13.84,47424
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,2541,5.039,0.07025,1.0,1983
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,B,1101,4.048,0.05643,1.0,3677
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1535,3.112,0.04338,1.0,2027
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,1374,2.787,0.03886,1.0,2029
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,1115,2.682,0.03738,1.0,2405
2025-05-31,MER_MLB_MA,MERCHANT,B,624,2.507,0.03495,9.26,4018
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,1183,2.231,0.03109,1.0,1886
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,E,1120,2.007,0.02797,1.0,1792
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,E,2183,1.62,0.02258,1.0,742
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,F,2218,1.521,0.0212,1.0,686
2025-05-31,MLB_EO_ONLINE,MERCHANT,G,522,1.475,0.02056,7.21,2826
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,D,629,1.471,0.0205,1.0,2338
2025-05-31,POINT_MLB_1,MERCHANT,G,454,1.384,0.01929,7.93,3048
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,C,235,1.243,0.01732,1.0,5289
2025-05-31,MER_MLB_MA,MERCHANT,G,862,1.223,0.01704,6.51,1419
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,699,0.955,0.01332,1.0,1367
2025-05-31,POINT_MLB_STD,MERCHANT,B,198,0.931,0.01297,13.55,4701
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,F,472,0.88,0.01227,1.0,1865
2025-05-31,MER_MLB_1,MERCHANT,A,23,0.875,0.0122,14.39,38055
2025-05-31,MER_MLB_1,MERCHANT,D,51,0.848,0.01182,13.27,16624
2025-05-31,MER_MLB_MA,MERCHANT,F,402,0.835,0.01164,8.96,2078
2025-05-31,MER_MLB_MA,MERCHANT,E,355,0.763,0.01064,9.05,2150
2025-05-31,POINT_MLB_1,MERCHANT,B,233,0.668,0.00931,9.59,2865
2025-05-31,MLB_EO_ONLINE,MERCHANT,B,265,0.597,0.00833,8.2,2255
2025-05-31,POINT_MLB_STD,MERCHANT,G,185,0.53,0.00739,7.18,2867
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,B,621,0.468,0.00652,1.0,753
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,G,269,0.432,0.00602,1.0,1604
2025-05-31,MER_MLB_1,MERCHANT,F,26,0.407,0.00567,9.5,15648
2025-05-31,MLB_EO_ONLINE,MERCHANT,D,113,0.385,0.00537,10.88,3411
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,D,452,0.354,0.00493,1.0,783
2025-05-31,MER_MLB_1,MERCHANT,E,63,0.349,0.00486,10.49,5534
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,G,412,0.323,0.00451,1.0,785
2025-05-31,MER_MLB_1,MERCHANT,G,104,0.31,0.00433,8.11,2986
2025-05-31,MLB_EO_ONLINE,MERCHANT,F,96,0.305,0.00425,10.67,3176
2025-05-31,POINT_MLB_STD,MERCHANT,A,29,0.28,0.00391,13.59,9669
2025-05-31,POINT_MLB_STD,MERCHANT,F,71,0.279,0.00389,8.99,3933
2025-05-31,POINT_MLB_1,MERCHANT,F,67,0.279,0.00389,10.13,4161
2025-05-31,POINT_MLB_1,MERCHANT,E,70,0.211,0.00294,10.1,3011
2025-05-31,POINT_MLB_STD,MERCHANT,D,44,0.183,0.00255,12.2,4162
2025-05-31,MLB_EO_ONLINE,MERCHANT,E,44,0.085,0.00119,5.89,1936
2025-05-31,POINT_MLB_1,MERCHANT,C,14,0.081,0.00114,9.57,5818
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,C,92,0.076,0.00106,1.0,830
2025-05-31,POINT_MLB_STD,MERCHANT,E,15,0.07,0.00098,7.4,4680
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,41,0.061,0.00085,1.0,1485
2025-05-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,39,0.048,0.00067,1.0,1241
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,A,62,0.045,0.00063,1.0,733
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,Z,46,0.038,0.00053,1.0,834
2025-05-31,EXPRESS_MLB_1,DINERO_EXPRESS,H,30,0.037,0.00051,1.0,1220
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,73,0.033,0.00046,1.0,455
2025-05-31,MLB_EO_ONLINE,MERCHANT,C,6,0.032,0.00045,8.67,5334
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,54,0.021,0.0003,1.0,397
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,44,0.019,0.00026,1.0,423
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,H,17,0.013,0.00018,1.0,780
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,29,0.012,0.00017,1.0,430
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,25,0.01,0.00014,1.0,410
2025-05-31,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,12,0.01,0.00014,1.0,814
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,14,0.006,0.00008,1.0,398
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,6,0.002,0.00003,1.0,400
2025-05-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,1,0.001,0.00001,1.0,670
2025-06-30,MER_MLB_1,MERCHANT,B,206,8.557,0.09544,15.85,41540
2025-06-30,MER_MLB_MA,MERCHANT,B,1945,6.504,0.07254,10.48,3344
2025-06-30,POINT_MLB_1,MERCHANT,G,2348,5.097,0.05685,8.98,2171
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,3116,4.676,0.05216,1.0,1501
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,2937,4.395,0.04902,1.0,1496
2025-06-30,POINT_MLB_1,MERCHANT,B,1684,4.309,0.04806,9.37,2559
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,E,1318,2.843,0.03171,1.0,2157
2025-06-30,MLB_EO_ONLINE,MERCHANT,G,777,2.666,0.02973,7.37,3431
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,B,1041,2.446,0.02728,1.0,2350
2025-06-30,POINT_MLB_1,MERCHANT,F,704,2.435,0.02716,10.38,3459
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1486,2.387,0.02663,1.0,1607
2025-06-30,POINT_MLB_STD,MERCHANT,B,443,2.221,0.02477,15.13,5013
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,E,2855,2.206,0.02461,1.0,773
2025-06-30,MER_MLB_MA,MERCHANT,G,1492,2.204,0.02459,7.16,1477
2025-06-30,MLB_EO_ONLINE,MERCHANT,B,637,2.111,0.02355,9.4,3314
2025-06-30,POINT_MLB_STD,MERCHANT,G,676,1.983,0.02212,8.41,2933
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,F,2672,1.929,0.02152,1.0,722
2025-06-30,MER_MLB_MA,MERCHANT,F,908,1.873,0.02089,8.58,2063
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,836,1.753,0.01956,1.0,2097
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,1140,1.696,0.01891,1.0,1487
2025-06-30,MER_MLB_MA,MERCHANT,E,758,1.694,0.0189,8.82,2235
2025-06-30,POINT_MLB_1,MERCHANT,E,587,1.617,0.01803,8.88,2754
2025-06-30,POINT_MLB_1,MERCHANT,C,598,1.534,0.01711,11.15,2566
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,D,661,1.351,0.01507,1.0,2044
2025-06-30,MER_MLB_1,MERCHANT,D,42,1.275,0.01422,12.5,30360
2025-06-30,POINT_MLB_STD,MERCHANT,H,465,1.165,0.01299,8.23,2505
2025-06-30,POINT_MLB_STD,MERCHANT,F,374,1.144,0.01276,8.99,3059
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,F,643,1.119,0.01248,1.0,1740
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,A,321,1.037,0.01157,1.0,3231
2025-06-30,POINT_MLB_1,MERCHANT,H,727,1.03,0.01149,5.71,1417
2025-06-30,MER_MLB_1,MERCHANT,F,34,0.923,0.01029,9.85,27146
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,739,0.899,0.01002,1.0,1216
2025-06-30,MER_MLB_1,MERCHANT,G,121,0.862,0.00961,8.97,7120
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,B,914,0.717,0.008,1.0,785
2025-06-30,MLB_EO_ONLINE,MERCHANT,F,208,0.694,0.00774,10.42,3335
2025-06-30,MER_MLB_1,MERCHANT,A,33,0.69,0.0077,18.73,20907
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,518,0.606,0.00676,1.0,1169
2025-06-30,MER_MLB_1,MERCHANT,E,48,0.564,0.0063,9.27,11759
2025-06-30,MER_MLB_MA,MERCHANT,H,517,0.546,0.00609,4.95,1057
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,C,161,0.538,0.006,1.0,3344
2025-06-30,POINT_MLB_STD,MERCHANT,D,143,0.528,0.00589,9.48,3691
2025-06-30,POINT_MLB_STD,MERCHANT,A,52,0.515,0.00574,14.81,9896
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,G,555,0.505,0.00563,1.0,909
2025-06-30,MLB_EO_ONLINE,MERCHANT,H,299,0.497,0.00555,5.47,1663
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,G,337,0.491,0.00547,1.0,1457
2025-06-30,POINT_MLB_STD,MERCHANT,E,72,0.48,0.00536,8.04,6671
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,D,585,0.455,0.00507,1.0,777
2025-06-30,MLB_EO_ONLINE,MERCHANT,C,163,0.387,0.00431,11.37,2372
2025-06-30,MLB_EO_ONLINE,MERCHANT,D,93,0.335,0.00374,10.82,3603
2025-06-30,MER_MLB_1,MERCHANT,H,72,0.29,0.00323,9.11,4024
2025-06-30,MLB_EO_ONLINE,MERCHANT,E,70,0.182,0.00203,6.04,2599
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,Z,39,0.172,0.00191,1.0,4401
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,C,132,0.102,0.00114,1.0,773
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,157,0.065,0.00072,1.0,413
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,133,0.057,0.00063,1.0,427
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,136,0.056,0.00063,1.0,414
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,A,70,0.051,0.00057,1.0,726
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,51,0.042,0.00046,1.0,816
2025-06-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,57,0.034,0.00038,1.0,596
2025-06-30,EXPRESS_MLB_1,DINERO_EXPRESS,H,31,0.025,0.00028,1.0,813
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,45,0.019,0.00021,1.0,416
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,H,15,0.018,0.0002,1.0,1209
2025-06-30,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,17,0.017,0.00019,1.0,1005
2025-06-30,MER_MLB_MA,MERCHANT,C,4,0.013,0.00015,8.25,3364
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,24,0.01,0.00011,1.0,429
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,25,0.01,0.00011,1.0,391
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,6,0.003,0.00003,1.0,433
2025-06-30,MER_MLB_MA,MERCHANT,D,1,0.002,0.00002,12.0,2000
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,4,0.001,0.00002,1.0,368
2025-06-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,2,0.001,0.00001,1.0,400
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,5267,7.941,0.13653,1.0,1508
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,E,5308,4.565,0.0785,1.0,860
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,F,4747,3.441,0.05917,1.0,725
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,2488,3.317,0.05704,1.0,1333
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,E,1013,3.238,0.05567,1.0,3196
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,1688,2.841,0.04885,1.0,1683
2025-07-31,POINT_MLB_1,MERCHANT,G,1425,2.572,0.04422,7.63,1805
2025-07-31,MER_MLB_1,MERCHANT,B,33,2.23,0.03835,16.61,67587
