mes,produto,credit_type,rating,qtd,volume_mm,pct_total,prazo_medio,ticket_medio
2024-10-31,MLB_EO_ONLINE,MERCHANT,B,388,1.008,0.00989,7.47,2598
2024-10-31,POINT_MLB_1,MERCHANT,E,302,0.98,0.00961,8.87,3245
2024-10-31,MLB_EO_ONLINE,MERCHANT,D,369,0.969,0.00951,10.23,2626
2024-10-31,MER_MLB_1,MERCHANT,G,252,0.96,0.00942,7.35,3810
2024-10-31,MLB_EO_ONLINE,MERCHANT,H,497,0.925,0.00907,6.11,1861
2024-10-31,EXPRESS_MLB_1,DINERO_EXPRESS,F,185,0.907,0.0089,1.0,4903
2024-10-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,571,0.834,0.00818,1.0,1461
2024-10-31,POINT_MLB_1,MERCHANT,F,351,0.81,0.00794,8.83,2307
2024-10-31,MER_MLB_1,MERCHANT,D,14,0.727,0.00713,11.64,51948
2024-10-31,EXPRESS_MLB_1,DINERO_EXPRESS,G,95,0.578,0.00567,1.0,6079
2024-10-31,POINT_MLB_STD,MERCHANT,B,139,0.512,0.00503,9.28,3686
2024-10-31,POINT_MLB_STD,MERCHANT,E,101,0.325,0.00319,7.53,3218
2024-10-31,EXPRESS_MLB_1,DINERO_EXPRESS,Z,42,0.31,0.00304,1.0,7372
2024-10-31,EXPRESS_MLB_1,DINERO_EXPRESS,H,39,0.299,0.00293,1.0,7657
2024-10-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,203,0.272,0.00266,1.0,1338
2024-10-31,POINT_MLB_STD,MERCHANT,F,115,0.267,0.00262,7.74,2322
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,B,361,0.246,0.00241,1.0,682
2024-10-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,148,0.216,0.00212,1.0,1459
2024-10-31,MLB_EO_ONLINE,MERCHANT,E,76,0.211,0.00207,5.21,2783
2024-10-31,POINT_MLB_STD,MERCHANT,H,96,0.164,0.00161,9.39,1710
2024-10-31,MER_MLB_1,MERCHANT,F,4,0.162,0.00159,7.0,40500
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,D,226,0.158,0.00155,1.0,701
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,F,204,0.15,0.00147,1.0,735
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,G,179,0.132,0.00129,1.0,737
2024-10-31,MER_MLB_MA,MERCHANT,H,67,0.096,0.00094,6.1,1434
2024-10-31,MER_MLB_1,MERCHANT,H,60,0.094,0.00092,9.38,1563
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,C,108,0.086,0.00085,1.0,800
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,A,99,0.083,0.00082,1.0,843
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,94,0.042,0.00042,1.0,452
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,59,0.025,0.00024,1.0,418
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,53,0.023,0.00023,1.0,433
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,H,15,0.013,0.00013,1.0,887
2024-10-31,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,15,0.011,0.00011,1.0,749
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,24,0.01,0.0001,1.0,431
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,11,0.005,0.00005,1.0,461
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,10,0.004,0.00004,1.0,420
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,7,0.003,0.00003,1.0,421
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,5,0.002,0.00002,1.0,400
2024-10-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,2,0.001,0.00001,1.0,550
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,A,1212,13.894,0.18101,1.0,11464
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,4960,9.924,0.1293,1.0,2001
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,3212,6.891,0.08978,1.0,2145
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,B,984,4.589,0.05979,1.0,4664
2024-11-30,MER_MLB_MA,MERCHANT,B,983,3.839,0.05002,6.55,3906
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,1783,3.453,0.04499,1.0,1937
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1809,3.429,0.04467,1.0,1896
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,1910,3.277,0.04269,1.0,1716
2024-11-30,POINT_MLB_1,MERCHANT,G,803,1.887,0.02459,9.09,2350
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,E,2601,1.657,0.02158,1.0,637
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,917,1.637,0.02133,1.0,1785
2024-11-30,MER_MLB_1,MERCHANT,B,73,1.513,0.01972,14.38,20730
2024-11-30,MLB_EO_ONLINE,MERCHANT,G,792,1.373,0.01789,8.66,1734
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,E,416,1.344,0.0175,1.0,3230
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,D,387,1.152,0.01501,1.0,2977
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,C,374,1.151,0.01499,1.0,3077
2024-11-30,MER_MLB_MA,MERCHANT,G,881,1.089,0.01418,6.8,1236
2024-11-30,MER_MLB_MA,MERCHANT,F,674,1.068,0.01392,6.78,1585
2024-11-30,POINT_MLB_1,MERCHANT,H,539,1.02,0.01328,6.04,1892
2024-11-30,POINT_MLB_STD,MERCHANT,G,222,0.912,0.01188,8.94,4108
2024-11-30,POINT_MLB_1,MERCHANT,B,310,0.862,0.01122,8.69,2779
2024-11-30,MER_MLB_MA,MERCHANT,E,453,0.803,0.01047,6.93,1774
2024-11-30,MLB_EO_ONLINE,MERCHANT,F,358,0.764,0.00996,9.57,2135
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,F,231,0.761,0.00991,1.0,3294
2024-11-30,MLB_EO_ONLINE,MERCHANT,H,424,0.702,0.00915,6.04,1656
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,482,0.691,0.009,1.0,1433
2024-11-30,MLB_EO_ONLINE,MERCHANT,B,271,0.638,0.00831,8.59,2354
2024-11-30,MLB_EO_ONLINE,MERCHANT,D,329,0.57,0.00743,10.08,1733
2024-11-30,MER_MLB_1,MERCHANT,E,42,0.431,0.00561,10.38,10251
2024-11-30,POINT_MLB_1,MERCHANT,E,180,0.429,0.0056,9.33,2386
2024-11-30,POINT_MLB_STD,MERCHANT,B,131,0.415,0.00541,10.19,3170
2024-11-30,MER_MLB_MA,MERCHANT,H,347,0.391,0.0051,6.79,1128
2024-11-30,POINT_MLB_1,MERCHANT,F,172,0.39,0.00508,9.58,2266
2024-11-30,MER_MLB_1,MERCHANT,F,3,0.383,0.00499,12.0,127667
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,G,121,0.358,0.00466,1.0,2958
2024-11-30,MER_MLB_1,MERCHANT,D,4,0.324,0.00422,16.5,81000
2024-11-30,MER_MLB_1,MERCHANT,G,120,0.272,0.00355,8.94,2268
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,B,406,0.26,0.00339,1.0,641
2024-11-30,MLB_EO_ONLINE,MERCHANT,E,73,0.233,0.00303,5.19,3188
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,138,0.232,0.00302,1.0,1681
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,D,282,0.192,0.0025,1.0,681
2024-11-30,POINT_MLB_STD,MERCHANT,E,43,0.184,0.00239,8.79,4267
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,H,35,0.172,0.00224,1.0,4906
2024-11-30,POINT_MLB_STD,MERCHANT,H,89,0.17,0.00221,10.1,1908
2024-11-30,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,153,0.158,0.00206,1.0,1032
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,F,209,0.144,0.00188,1.0,691
2024-11-30,POINT_MLB_STD,MERCHANT,F,49,0.118,0.00154,9.45,2409
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,G,165,0.114,0.00148,1.0,691
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,221,0.091,0.00118,1.0,412
2024-11-30,MER_MLB_1,MERCHANT,H,59,0.085,0.00111,8.81,1440
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,C,110,0.077,0.001,1.0,700
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,A,103,0.061,0.00079,1.0,592
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,104,0.048,0.00062,1.0,458
2024-11-30,EXPRESS_MLB_1,DINERO_EXPRESS,Z,47,0.043,0.00056,1.0,923
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,68,0.028,0.00037,1.0,418
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,37,0.016,0.00021,1.0,429
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,19,0.013,0.00017,1.0,705
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,27,0.011,0.00014,1.0,398
2024-11-30,EXPRESS_MA_MLB,DINERO_EXPRESS,H,9,0.008,0.00011,1.0,939
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,11,0.005,0.00006,1.0,452
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,9,0.004,0.00005,1.0,425
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,6,0.003,0.00004,1.0,450
2024-11-30,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,6,0.003,0.00003,1.0,433
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,A,1830,18.816,0.15557,1.0,10282
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,5609,12.883,0.10652,1.0,2297
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,3325,8.294,0.06858,1.0,2494
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,B,1608,7.775,0.06428,1.0,4835
2024-12-31,MER_MLB_MA,MERCHANT,B,1987,7.41,0.06127,8.05,3729
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,2252,4.898,0.0405,1.0,2175
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,2310,4.712,0.03896,1.0,2040
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,1936,4.572,0.0378,1.0,2361
2024-12-31,MER_MLB_MA,MERCHANT,F,1819,4.237,0.03503,7.69,2329
2024-12-31,MER_MLB_1,MERCHANT,E,133,4.115,0.03402,10.8,30936
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,C,554,3.697,0.03057,1.0,6674
2024-12-31,MER_MLB_MA,MERCHANT,E,1400,3.69,0.03051,8.07,2636
2024-12-31,POINT_MLB_STD,MERCHANT,G,808,3.597,0.02974,9.98,4451
2024-12-31,MER_MLB_MA,MERCHANT,G,1924,3.247,0.02685,6.55,1688
2024-12-31,POINT_MLB_1,MERCHANT,G,1259,2.862,0.02366,5.92,2273
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,1212,2.585,0.02137,1.0,2133
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,D,649,2.535,0.02096,1.0,3905
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,E,685,2.207,0.01825,1.0,3222
2024-12-31,MLB_EO_ONLINE,MERCHANT,G,641,1.973,0.01632,5.79,3079
2024-12-31,MER_MLB_1,MERCHANT,D,23,1.606,0.01328,12.35,69833
2024-12-31,MLB_EO_ONLINE,MERCHANT,B,628,1.316,0.01088,5.77,2095
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,F,317,1.184,0.00979,1.0,3736
2024-12-31,MER_MLB_1,MERCHANT,B,95,1.156,0.00956,11.65,12165
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,636,1.127,0.00931,1.0,1771
2024-12-31,POINT_MLB_1,MERCHANT,B,333,0.844,0.00698,6.28,2535
2024-12-31,POINT_MLB_STD,MERCHANT,E,152,0.755,0.00624,9.93,4966
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,G,168,0.734,0.00607,1.0,4368
2024-12-31,MLB_EO_ONLINE,MERCHANT,F,241,0.72,0.00595,6.27,2988
2024-12-31,POINT_MLB_1,MERCHANT,F,290,0.718,0.00593,5.92,2475
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,E,872,0.707,0.00585,1.0,811
2024-12-31,POINT_MLB_1,MERCHANT,E,254,0.678,0.0056,6.02,2668
2024-12-31,POINT_MLB_STD,MERCHANT,F,224,0.635,0.00525,10.06,2836
2024-12-31,MER_MLB_1,MERCHANT,G,183,0.542,0.00449,8.43,2964
2024-12-31,POINT_MLB_STD,MERCHANT,B,130,0.525,0.00434,11.85,4037
2024-12-31,MER_MLB_MA,MERCHANT,H,260,0.478,0.00395,5.58,1837
2024-12-31,MLB_EO_ONLINE,MERCHANT,E,212,0.403,0.00333,5.69,1901
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,H,57,0.388,0.0032,1.0,6799
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,160,0.331,0.00273,1.0,2066
2024-12-31,MER_MLB_1,MERCHANT,F,9,0.316,0.00261,10.33,35056
2024-12-31,POINT_MLB_1,MERCHANT,H,109,0.253,0.00209,5.28,2320
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,B,246,0.241,0.00199,1.0,979
2024-12-31,MLB_EO_ONLINE,MERCHANT,D,64,0.239,0.00197,6.47,3728
2024-12-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,146,0.205,0.0017,1.0,1406
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,D,146,0.137,0.00113,1.0,936
2024-12-31,POINT_MLB_STD,MERCHANT,H,50,0.114,0.00094,9.78,2284
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,F,95,0.101,0.00084,1.0,1064
2024-12-31,EXPRESS_MLB_1,DINERO_EXPRESS,Z,52,0.089,0.00073,1.0,1705
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,G,70,0.062,0.00051,1.0,883
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,C,53,0.049,0.0004,1.0,923
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,102,0.044,0.00037,1.0,435
2024-12-31,MLB_EO_ONLINE,MERCHANT,H,10,0.031,0.00026,4.4,3139
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,A,29,0.03,0.00025,1.0,1023
2024-12-31,MER_MLB_1,MERCHANT,H,8,0.022,0.00018,8.75,2725
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,40,0.016,0.00014,1.0,411
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,33,0.014,0.00012,1.0,434
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,21,0.008,0.00007,1.0,402
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,14,0.006,0.00005,1.0,416
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,8,0.005,0.00004,1.0,679
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,10,0.004,0.00004,1.0,430
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,10,0.004,0.00004,1.0,428
2024-12-31,EXPRESS_MA_MLB,DINERO_EXPRESS,H,4,0.004,0.00003,1.0,950
2024-12-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,4,0.002,0.00001,1.0,400
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,A,1384,11.172,0.12155,1.0,8072
2025-01-31,MER_MLB_MA,MERCHANT,B,1765,7.904,0.08599,8.86,4478
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,3922,7.722,0.08402,1.0,1969
2025-01-31,MER_MLB_1,MERCHANT,E,151,5.012,0.05453,11.32,33193
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,B,1414,4.54,0.04939,1.0,3211
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,1906,4.068,0.04426,1.0,2134
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,1929,4.063,0.04421,1.0,2106
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1691,3.527,0.03837,1.0,2085
2025-01-31,MER_MLB_MA,MERCHANT,E,1104,3.406,0.03706,7.84,3085
2025-01-31,MER_MLB_MA,MERCHANT,F,1349,3.366,0.03662,7.36,2495
2025-01-31,POINT_MLB_STD,MERCHANT,G,689,3.288,0.03577,8.4,4772
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,1466,3.08,0.03351,1.0,2101
2025-01-31,MER_MLB_MA,MERCHANT,G,1415,2.608,0.02838,6.49,1843
2025-01-31,POINT_MLB_1,MERCHANT,G,788,2.555,0.0278,5.73,3243
2025-01-31,MER_MLB_1,MERCHANT,B,151,2.354,0.02561,15.09,15588
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,E,734,2.234,0.02431,1.0,3044
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,932,2.131,0.02319,1.0,2287
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,D,621,1.947,0.02118,1.0,3135
2025-01-31,MLB_EO_ONLINE,MERCHANT,G,378,1.737,0.0189,5.91,4596
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,C,479,1.625,0.01768,1.0,3392
2025-01-31,POINT_MLB_STD,MERCHANT,B,227,1.345,0.01464,13.2,5926
2025-01-31,MLB_EO_ONLINE,MERCHANT,B,549,1.303,0.01417,7.16,2373
2025-01-31,POINT_MLB_1,MERCHANT,B,388,1.17,0.01273,9.42,3015
2025-01-31,MER_MLB_1,MERCHANT,D,17,1.077,0.01172,14.88,63365
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,587,0.872,0.00949,1.0,1485
2025-01-31,MER_MLB_1,MERCHANT,G,210,0.827,0.009,8.0,3939
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,F,300,0.817,0.00889,1.0,2724
2025-01-31,MLB_EO_ONLINE,MERCHANT,F,157,0.698,0.0076,6.68,4448
2025-01-31,POINT_MLB_STD,MERCHANT,E,124,0.686,0.00747,10.35,5536
2025-01-31,MER_MLB_MA,MERCHANT,H,441,0.627,0.00683,6.48,1423
2025-01-31,POINT_MLB_1,MERCHANT,E,105,0.602,0.00655,7.26,5735
2025-01-31,MLB_EO_ONLINE,MERCHANT,D,73,0.596,0.00648,8.32,8159
2025-01-31,POINT_MLB_STD,MERCHANT,F,125,0.5,0.00544,10.42,4000
2025-01-31,POINT_MLB_1,MERCHANT,F,94,0.491,0.00534,7.5,5218
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,G,195,0.476,0.00518,1.0,2441
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,104,0.202,0.0022,1.0,1945
2025-01-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,113,0.197,0.00214,1.0,1741
2025-01-31,MLB_EO_ONLINE,MERCHANT,E,77,0.17,0.00185,5.49,2206
2025-01-31,POINT_MLB_1,MERCHANT,H,69,0.154,0.00168,5.19,2232
2025-01-31,MER_MLB_1,MERCHANT,F,4,0.147,0.0016,9.0,36750
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,B,148,0.147,0.0016,1.0,992
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,H,45,0.098,0.00106,1.0,2170
2025-01-31,POINT_MLB_STD,MERCHANT,H,37,0.071,0.00077,8.0,1923
2025-01-31,EXPRESS_MLB_1,DINERO_EXPRESS,Z,58,0.065,0.00071,1.0,1120
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,E,32,0.04,0.00044,1.0,1253
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,77,0.035,0.00038,1.0,451
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,D,27,0.028,0.00031,1.0,1042
2025-01-31,MLB_EO_ONLINE,MERCHANT,H,22,0.025,0.00027,4.27,1139
2025-01-31,MER_MLB_1,MERCHANT,H,19,0.022,0.00023,5.79,1136
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,G,14,0.019,0.00021,1.0,1371
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,C,12,0.016,0.00017,1.0,1323
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,A,17,0.012,0.00013,1.0,727
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,F,9,0.01,0.00011,1.0,1096
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,21,0.009,0.00009,1.0,414
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,12,0.005,0.00005,1.0,406
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,9,0.004,0.00004,1.0,450
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,10,0.004,0.00004,1.0,395
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,8,0.004,0.00004,1.0,438
2025-01-31,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,3,0.002,0.00002,1.0,567
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,3,0.001,0.00001,1.0,400
2025-01-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,1,0,0,1.0,400
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,A,1066,13.011,0.1279,1.0,12206
2025-02-28,MER_MLB_MA,MERCHANT,B,1822,7.277,0.07154,9.67,3994
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,3550,6.898,0.06781,1.0,1943
2025-02-28,POINT_MLB_1,MERCHANT,G,1986,6.212,0.06106,8.95,3128
2025-02-28,MER_MLB_1,MERCHANT,B,209,5.015,0.0493,14.78,23996
2025-02-28,MLB_EO_ONLINE,MERCHANT,G,2065,4.549,0.04471,9.04,2203
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,B,812,4.245,0.04173,1.0,5228
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,1653,3.244,0.03189,1.0,1963
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,1526,2.934,0.02884,1.0,1923
2025-02-28,POINT_MLB_STD,MERCHANT,G,796,2.873,0.02824,8.51,3610
2025-02-28,POINT_MLB_1,MERCHANT,H,1214,2.873,0.02824,6.4,2367
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1371,2.795,0.02748,1.0,2039
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,1245,2.72,0.02673,1.0,2184
2025-02-28,MER_MLB_MA,MERCHANT,G,1575,2.241,0.02203,6.72,1423
2025-02-28,MLB_EO_ONLINE,MERCHANT,D,797,1.921,0.01888,11.12,2410
2025-02-28,MER_MLB_1,MERCHANT,D,21,1.889,0.01857,13.19,89952
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,D,302,1.855,0.01824,1.0,6144
2025-02-28,MER_MLB_MA,MERCHANT,F,911,1.852,0.01821,9.17,2033
2025-02-28,MER_MLB_MA,MERCHANT,E,739,1.798,0.01767,9.8,2433
2025-02-28,MER_MLB_1,MERCHANT,E,243,1.753,0.01723,11.51,7213
2025-02-28,MLB_EO_ONLINE,MERCHANT,F,687,1.739,0.01709,10.91,2531
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,E,376,1.701,0.01672,1.0,4523
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,C,257,1.63,0.01602,1.0,6342
2025-02-28,MLB_EO_ONLINE,MERCHANT,H,800,1.608,0.01581,6.19,2010
2025-02-28,POINT_MLB_1,MERCHANT,B,500,1.551,0.01525,10.34,3102
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,705,1.469,0.01444,1.0,2083
2025-02-28,MLB_EO_ONLINE,MERCHANT,B,711,1.412,0.01388,9.75,1985
2025-02-28,POINT_MLB_1,MERCHANT,F,360,1.397,0.01373,10.73,3879
2025-02-28,MER_MLB_1,MERCHANT,G,476,1.356,0.01333,9.27,2850
2025-02-28,MER_MLB_MA,MERCHANT,H,1105,1.26,0.01238,5.63,1140
2025-02-28,POINT_MLB_1,MERCHANT,E,347,1.194,0.01174,10.92,3440
2025-02-28,POINT_MLB_STD,MERCHANT,B,217,1.068,0.0105,13.54,4922
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,499,0.902,0.00887,1.0,1808
2025-02-28,POINT_MLB_STD,MERCHANT,H,319,0.781,0.00768,9.56,2449
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,F,163,0.776,0.00763,1.0,4762
2025-02-28,MER_MLB_1,MERCHANT,A,14,0.621,0.0061,14.14,44336
2025-02-28,POINT_MLB_STD,MERCHANT,F,145,0.492,0.00484,10.57,3394
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,G,95,0.48,0.00472,1.0,5052
2025-02-28,MER_MLB_1,MERCHANT,F,13,0.395,0.00388,11.08,30388
2025-02-28,MER_MLB_1,MERCHANT,H,198,0.344,0.00338,10.32,1735
2025-02-28,POINT_MLB_STD,MERCHANT,E,50,0.315,0.0031,10.52,6301
2025-02-28,POINT_MLB_STD,MERCHANT,A,16,0.245,0.00241,13.19,15329
2025-02-28,EXPRESS_MLB_1,DINERO_EXPRESS,H,19,0.197,0.00193,1.0,10358
2025-02-28,POINT_MLB_STD,MERCHANT,D,50,0.172,0.00169,12.18,3432
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,63,0.142,0.00139,1.0,2249
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,B,126,0.135,0.00133,1.0,1071
2025-02-28,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,83,0.098,0.00096,1.0,1179
2025-02-28,MLB_EO_ONLINE,MERCHANT,E,35,0.096,0.00094,5.57,2745
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,E,36,0.045,0.00044,1.0,1250
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,D,35,0.042,0.00041,1.0,1206
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,F,20,0.029,0.00029,1.0,1469
2025-02-28,EXPRESS_MA_MLB,DINERO_EXPRESS,C,13,0.02,0.0002,1.0,1535
